 Random numbers seeds for IEVENT=           0
    10000001           0           0
  1055861588  1026708048  1036503144  1052177074  1064171675  1046218568  1055087708  1053448466  1058486919  1024883184
  1057552585  1056896820  1052759782  1057729858  1061587746  1044108356  1054979268  1054566490  1043560772  1060725104
  1015756384  1063642277  1055394686  1062277650  1058931458  1049537578  1048478932  1058843936  1064284299  1025655504
  1055611124  1053837058  1062378060  1062284321  1056765204  1059874668  1018695968  1028931344  1037760040  1063595644
  1059682406  1053307422  1055266154  1044519744  1053328708  1065124418  1056967472  1036139400  1061892788  1053958898
  1043692848  1064282021  1044284724  1048306156  1057821083  1042998132  1054596804  1056965502  1062081208   988015104
  1038694176  1014805312  1052937750  1042301596  1051400058  1057422584  1034978544  1063005144  1032165176  1061549466
  1062075445  1061096868  1061587546  1056974831  1040556200  1057404439  1050554728  1042229232  1056714506  1057988405
  1040297072  1062155770  1044056208  1055257742  1042956952  1062249149  1043364076  1061232010  1049414502  1059600588
  1061550322  1062482973  1059625110  1056415252  1063305466  1056595442  1057467665  1018230912          97          33
    50000001           0           0
  1062184763  1047973500  1032888736  1040306616  1062272634  1055094276   996267776  1023994064  1059700509  1061291436
  1060658844  1049153730  1063616378  1029925376  1049979140  1062006772  1064628941  1017437984  1063623844  1055158698
  1054648614  1019902144  1021063808  1042435892  1063385260  1063247877  1057881501  1062454034  1064820602  1060143404
  1045695048  1061877737  1062661312  1060535487  1064088276  1052890784  1059687025  1064056515  1062074178  1058700976
  1061522969  1061959912  1061737553  1057869221  1048195380  1053433172  1062429493  1059601595  1057521320  1055276930
  1062760112  1060357580  1060534313  1062292049  1045876976  1055961958  1060912303  1063610098  1052904546  1050833648
  1065113215  1050717988  1060645151  1055839906  1048928556  1027618272  1030385168  1057024448  1056550572  1058240195
  1062552304  1055496510  1064253680  1025586144  1058737067  1051265426  1060302677  1054914740  1058882178  1037579968
  1057756283  1028365632  1018997376  1061221490  1033424632  1042226796  1041771936  1041766368  1052504584  1059585544
  1046988436  1059327852  1054594508  1062357793  1037954960  1049445720  1045848516  1018230912          97          33
    90000001           0           0
  1005837568  1045049828  1065165829  1064202328  1063406176  1056047254  1063253053  1040198352  1050869116  1060384112
  1062380261  1057636695  1060062846  1060465288  1061694486  1059361529  1064263575  1063839348  1055073570  1062115408
  1044105852  1045059108  1056316998  1060942259  1061700472  1042236228  1058735633  1064114080  1059667905  1056881456
  1061080005  1048196684  1063456032  1061663561  1062182574  1004380544  1052607408  1055103216  1059407800  1058641381
  1045312372  1053131624  1039583568  1059717563  1050732972  1061325941  1063717138  1017830464  1059797239  1060234033
  1056063076  1047487768  1063700120  1042616348  1058001126  1042423020  1065156334  1063354654  1058939187  1024086064
  1044310816  1061410878  1062028563  1061073644  1029928608  1058027985   981595136  1063094633  1034153112  1049553428
  1043114816  1060969519  1050661582  1049572952  1043309576  1059267961  1063816931  1042199916  1058704302  1057965578
  1049801128  1051171248  1059133268  1056392514  1049676750  1056563724  1060612068  1050143900  1038558544  1026015216
  1059923397  1056925254  1062211492  1061727580  1057163821  1065342898  1054779602  1018230912          97          33
