 Random numbers seeds for IEVENT=       20000
    10000001      371266           0
  1061040459  1063284610  1052633982  1061279382  1051631268  1056911050  1060925630  1050265432  1064177030  1063468705
  1046158324  1057718388  1064882033  1044704716  1057219097  1043334344  1062322472  1064941654  1058152479  1052246610
  1051844776  1035175104  1036092112  1011769920  1061628391  1053954528  1063125284   978569216  1034221160  1064540489
  1060002365  1039275024  1056880900  1052855224  1041490160  1050821450  1026386128  1057375356  1061430111  1062040616
  1062630349  1040390820  1059551281  1060972981  1047610024  1036102336  1020486400  1062788321  1042691320  1063296296
  1056416578  1058423581  1060573235  1052884824  1063754890  1057174418  1040513200  1060627920  1064266357  1062022683
  1056540522  1013896448  1061899488  1062004849  1051394194  1044547476  1056790308  1064553543  1063262073  1064738777
  1050726664  1061830998  1059273951  1023938576  1059755705  1043413504  1030695216  1057032360  1034105872  1018573120
  1036675256  1060265415  1061138046  1038921672  1063096208  1059267664  1031965232  1054280682  1057447570  1041007916
  1059801093  1065019677  1052279760  1044655664  1060849500  1055463656  1057124551  1042474152          50          83
    50000001       40000           0
  1063193362  1063674975  1059815939  1049602822  1057972158  1061890245  1064145355  1046547816  1052436444  1060799899
  1032277488  1057779804  1059918895  1052007120  1055062666  1063909815  1034004528  1057117712  1059634584  1049059712
  1056098038  1042375096  1063211512  1051381974  1047879852  1049558206  1058943601  1046562308  1049984818  1064229645
  1046903292  1048968550  1059663474  1038008032  1043950600  1053106770  1061077455  1043173880  1030889552  1045956140
  1060332969  1058857266  1056632116  1053385024  1064503552  1048423728  1044282740  1057128303  1059438351  1026353728
  1048947040  1053554424  1005104000   982364160  1061591661  1059209503  1045924140  1057655457  1059778148  1058425846
  1054546548  1061945110  1057169591  1039767256  1063743804  1059914274  1025436768  1062695698  1049861452  1062141841
  1046190204  1034207344  1043149400  1062412548  1060493578  1049113384  1058862381  1055794528  1059999682  1056196350
  1057393923  1021952640  1047421420  1028473904  1059248424  1035219880  1041107160  1054230754  1046927608  1061571968
  1042590876  1060892915  1044532644  1060467705  1033482856  1065250517  1057671956  1060235686          61          94
    90000001   715863451           0
  1043657252  1058527368  1058960647  1062574863  1062527641  1040898772  1050806458  1025090400  1054891702  1062352916
  1058323865  1030638528  1034465576  1065050773  1052703220  1050524922  1045237556  1064696335  1054235862  1061419209
  1064011002  1061425238  1047974728  1059870468  1055393172  1060921856  1041007592  1049543600  1049806202  1046906788
  1059669440  1056579778  1064601177  1056431070  1060336223  1060403930  1063428306  1059795534  1050481838  1024541920
  1056202166  1058438163  1048380240  1062938561  1040780244  1051072908  1057984075  1061481283  1052577912  1055650902
  1051191220  1041675140  1060315890  1044599056  1015576992  1056733186  1050616482  1053698030  1060472542  1062379001
  1057359019  1057490915  1062950427  1031980896  1009161024  1052056006  1062375375  1065346097  1060181408  1049042464
  1058261343  1064426097  1046544448  1054798900  1063647673  1062651175  1049340590  1051204682  1062772929  1054126618
  1044352500  1052147282  1045142668  1063582529  1063515411  1063980228  1059772737  1056091666  1058710756  1063396945
  1061511346  1034527632  1045137548  1053365618  1058809328  1054952824  1057047291  1057027902          41          74
