 Random numbers seeds for IEVENT=           0
    10000014           0           0
  1057157343  1035873160  1059352536  1054863328  1051142656  1063512137  1056130414  1054544836  1059270586  1024293568
  1062959122  1059794908  1060338973  1055728124  1050102754  1061597519  1054422036  1040289692  1064293720  1060544691
  1046787108  1053631552  1047392000  1058206124  1049312552  1046562308  1063660722  1028822016  1029519296  1060166145
  1060963780  1051364588  1058162989  1059373686  1056049502  1045187756  1046484484  1061718188  1065345460  1059380750
  1042327008  1064501134  1056065688  1064851148  1060996640  1057285833  1054843202  1056072656  1059911139  1059754447
  1054312932  1060905206  1049652654  1064694838  1046307212  1057972866  1042450012  1050583392  1031411232  1058914793
  1018833120  1062868801  1057118780  1058245857  1065107126  1056979481  1050051300  1063496201  1059258774  1053362924
  1040914852  1021757280  1062450647  1035413856  1049390058  1058280008  1065248624  1064969554  1064390606  1049160148
  1060106566  1045333704  1062289711  1052921744  1064275599  1046422484  1062458685  1056389528  1063555689  1058845794
  1059579004  1039160816  1059929443  1057583417  1054657916  1057238871  1064466197  1018230912          97          33
    50000014           0           0
  1057270774  1045397528  1061578849  1043195288  1063826658  1064343869  1008978752  1064387409  1056327286  1060379272
  1058536291  1039463072  1064436115  1062266061  1049098104  1055397486  1047077664  1061711051  1048693356  1056940338
  1049118526  1062103292  1049645362  1058105324  1038100224  1060037851  1065107373  1063097017  1060239083  1036407352
  1045608348  1057382049  1060849729  1057436873  1017204000  1025294880  1058740375  1043399408  1062066648  1062887712
  1060175183  1041478052  1064270136  1060195049  1024984912  1059200207  1063376415  1063735163  1062143184  1060425353
  1055464464  1056309304  1062797659  1049934902  1046105816  1062576146  1036771384  1060566132  1039147096  1059975602
  1062770379  1064084653  1059766731  1060312742  1060918448  1043192328  1056050364  1051418630  1061090304  1029596192
  1059908553  1060474337  1035633120  1058422455  1046665732  1061149784  1063624946  1052005632  1062424178  1050958314
  1064743259  1063594062  1063865474  1059595339  1063297042  1061971751  1064105026  1062764862  1037531448  1061979189
  1048858610  1049886824  1053869954  1063358003  1024903312  1058903600  1052633398  1018230912          97          33
    90000014           0           0
  1061288952  1057392753  1051136798  1052379010  1036554248  1061846767  1047169328  1006607104  1062977014  1049138432
  1044810556  1060527165  1060300821  1065299444  1060280650  1064845882  1055386350  1055892458  1044410304  1062453307
  1056913336  1060096880  1051376828  1062642069  1034882376  1047701212  1058573886  1053289260  1060998755  1057114113
  1063156121  1057660408  1062980386  1049929106  1055148776  1059375075  1059279747  1048270488  1037112432  1064978476
  1058939884  1045339128  1061097420  1056082888  1063840931  1063770584  1045823908  1058209986  1032203752  1063285501
  1064676562  1046681164  1063836147  1030068448  1063645317  1061797837  1053209830  1053111754  1053850328  1049745408
  1059012992  1056067364  1059605168  1063037878  1058924633  1033571632  1037291968  1063857766  1043974012  1049808036
  1045051916  1049947608  1041404244  1055782750  1057417995  1027712608  1060254880  1054561274  1064806820  1050298466
  1046595784  1047161060  1017833600  1040205408  1062518313  1048249808  1061038032  1039640752  1054592936  1057589436
  1063095410  1055185022  1064671358  1064849560  1057528276  1061612132  1061643784  1018230912          97          33
